#,GT9X=0,Class,count-1sec,count-1sec,count-1sec,kcal-1sec,MET-1sec,count-2sec,count-2sec,count-2sec,kcal-2sec,MET-2sec,count-60sec,count-60sec,count-60sec,kcal-60sec,MET-60sec
Subject,DeviceID,Activity,axis1,axis2,axis3,kcals,MET rate,axis1,axis2,axis3,kcals,MET rate,axis1,axis2,axis3,kcals,MET rate
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,6,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,16,30,15,0.028,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,10,0,0,1,,,,,
S9,0,SITTING,,,,,,18,58,12,0.031,1,,,,,
S9,0,SITTING,,,,,,0,2,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,11,0,10,0.019,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,24,0,0,1,,,,,
S9,0,SITTING,,,,,,0,10,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,9,0,0,0.016,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
S9,0,SITTING,,,,,,0,0,0,0,1,,,,,
